zone,day_of_week,hour,is_weekday,is_rush_hour,congestion_score,congestion_level,pollution_score,pollution_level,infra_score,infra_level
MG Road,1,19,1,1,1.0,high,0.813,high,0.744,high
Whitefield,1,19,1,1,0.773,high,0.346,medium,0.368,medium
Koramangala,1,19,1,1,0.663,high,0.401,medium,0.394,medium
Electronic City,1,19,1,1,0.953,high,0.66,high,0.635,high
Indiranagar,1,19,1,1,0.85,high,0.601,high,0.593,medium
MG Road,1,20,1,1,1.0,high,0.789,high,0.774,high
Whitefield,1,20,1,1,1.0,high,0.761,high,0.5,medium
Koramangala,1,20,1,1,0.578,medium,0.5,medium,0.35,medium
Electronic City,1,20,1,1,1.0,high,0.624,high,0.61,high
Indiranagar,1,20,1,1,0.765,high,0.614,high,0.458,medium
MG Road,1,21,1,0,0.822,high,0.556,medium,0.639,high
Whitefield,1,21,1,0,0.568,medium,0.356,medium,0.393,medium
Koramangala,1,21,1,0,0.32,low,0.123,low,0.292,low
Electronic City,1,21,1,0,0.718,high,0.402,medium,0.555,medium
Indiranagar,1,21,1,0,0.573,medium,0.379,medium,0.372,medium
MG Road,1,22,1,0,0.966,high,0.919,high,0.608,high
Whitefield,1,22,1,0,0.698,high,0.479,medium,0.59,medium
Koramangala,1,22,1,0,0.427,medium,0.309,medium,0.121,low
Electronic City,1,22,1,0,0.68,high,0.478,medium,0.467,medium
Indiranagar,1,22,1,0,0.503,medium,0.279,low,0.531,medium
MG Road,1,23,1,0,0.689,high,0.496,medium,0.7,high
Whitefield,1,23,1,0,0.631,medium,0.475,medium,0.2,low
Koramangala,1,23,1,0,0.334,low,0.439,medium,0.274,low
Electronic City,1,23,1,0,0.851,high,0.535,medium,0.488,medium
Indiranagar,1,23,1,0,0.641,medium,0.459,medium,0.57,medium
MG Road,2,0,1,0,0.435,medium,0.191,low,0.385,medium
Whitefield,2,0,1,0,0.257,low,0.157,low,0.357,medium
Koramangala,2,0,1,0,0.107,low,0.123,low,0.257,low
Electronic City,2,0,1,0,0.361,medium,0.254,low,0.332,medium
Indiranagar,2,0,1,0,0.361,medium,0.146,low,0.215,low
MG Road,2,1,1,0,0.514,medium,0.395,medium,0.488,medium
Whitefield,2,1,1,0,0.302,low,0.299,low,0.225,low
Koramangala,2,1,1,0,0.078,low,0.062,low,0.109,low
Electronic City,2,1,1,0,0.438,medium,0.3,medium,0.514,medium
Indiranagar,2,1,1,0,0.276,low,0.213,low,0.477,medium
MG Road,2,2,1,0,0.433,medium,0.441,medium,0.65,high
Whitefield,2,2,1,0,0.298,low,0.154,low,0.432,medium
Koramangala,2,2,1,0,0.164,low,0.123,low,0.408,medium
Electronic City,2,2,1,0,0.556,medium,0.355,medium,0.422,medium
Indiranagar,2,2,1,0,0.346,low,0.245,low,0.274,low
MG Road,2,3,1,0,0.425,medium,0.162,low,0.519,medium
Whitefield,2,3,1,0,0.205,low,0.163,low,0.415,medium
Koramangala,2,3,1,0,0.214,low,0.0,low,0.158,low
Electronic City,2,3,1,0,0.388,medium,0.155,low,0.165,low
Indiranagar,2,3,1,0,0.299,low,0.28,low,0.49,medium
MG Road,2,4,1,0,0.462,medium,0.296,low,0.52,medium
Whitefield,2,4,1,0,0.291,low,0.285,low,0.31,medium
Koramangala,2,4,1,0,0.07,low,0.0,low,0.378,medium
Electronic City,2,4,1,0,0.395,medium,0.312,medium,0.141,low
Indiranagar,2,4,1,0,0.299,low,0.219,low,0.409,medium
MG Road,2,5,1,0,1.0,high,0.637,high,0.782,high
Whitefield,2,5,1,0,0.642,medium,0.381,medium,0.487,medium
Koramangala,2,5,1,0,0.387,medium,0.358,medium,0.551,medium
Electronic City,2,5,1,0,0.762,high,0.505,medium,0.585,medium
Indiranagar,2,5,1,0,0.712,high,0.41,medium,0.514,medium
MG Road,2,6,1,0,0.854,high,0.585,medium,0.546,medium
Whitefield,2,6,1,0,0.643,medium,0.517,medium,0.374,medium
Koramangala,2,6,1,0,0.405,medium,0.226,low,0.252,low
Electronic City,2,6,1,0,0.71,high,0.505,medium,0.312,medium
Indiranagar,2,6,1,0,0.566,medium,0.405,medium,0.621,high
MG Road,2,7,1,0,0.775,high,0.418,medium,0.589,medium
Whitefield,2,7,1,0,0.555,medium,0.443,medium,0.338,medium
Koramangala,2,7,1,0,0.183,low,0.497,medium,0.287,low
Electronic City,2,7,1,0,0.757,high,0.376,medium,0.331,medium
Indiranagar,2,7,1,0,0.593,medium,0.448,medium,0.582,medium
MG Road,2,8,1,1,1.0,high,0.581,medium,0.45,medium
Whitefield,2,8,1,1,0.842,high,0.536,medium,0.361,medium
Koramangala,2,8,1,1,0.716,high,0.344,medium,0.548,medium
Electronic City,2,8,1,1,0.887,high,0.634,high,0.623,high
Indiranagar,2,8,1,1,0.823,high,0.745,high,0.796,high
MG Road,2,9,1,1,1.0,high,0.754,high,0.806,high
Whitefield,2,9,1,1,0.894,high,0.669,high,0.455,medium
Koramangala,2,9,1,1,0.515,medium,0.221,low,0.644,high
Electronic City,2,9,1,1,1.0,high,0.675,high,0.701,high
Indiranagar,2,9,1,1,0.79,high,0.611,high,0.599,medium
MG Road,2,10,1,1,1.0,high,0.666,high,0.604,high
Whitefield,2,10,1,1,0.784,high,0.471,medium,0.463,medium
Koramangala,2,10,1,1,0.526,medium,0.243,low,0.424,medium
Electronic City,2,10,1,1,0.99,high,0.712,high,0.566,medium
Indiranagar,2,10,1,1,1.0,high,0.713,high,0.637,high
MG Road,2,11,1,0,0.808,high,0.668,high,0.618,high
Whitefield,2,11,1,0,0.655,high,0.498,medium,0.383,medium
Koramangala,2,11,1,0,0.409,medium,0.446,medium,0.388,medium
Electronic City,2,11,1,0,0.671,high,0.438,medium,0.232,low
Indiranagar,2,11,1,0,0.611,medium,0.559,medium,0.385,medium
MG Road,2,12,1,0,0.812,high,0.667,high,0.734,high
Whitefield,2,12,1,0,0.702,high,0.305,medium,0.481,medium
Koramangala,2,12,1,0,0.28,low,0.096,low,0.394,medium
Electronic City,2,12,1,0,0.763,high,0.606,high,0.387,medium
Indiranagar,2,12,1,0,0.718,high,0.571,medium,0.651,high
MG Road,2,13,1,0,0.714,high,0.617,high,0.554,medium
Whitefield,2,13,1,0,0.551,medium,0.448,medium,0.429,medium
Koramangala,2,13,1,0,0.332,low,0.438,medium,0.514,medium
Electronic City,2,13,1,0,0.798,high,0.602,high,0.527,medium
Indiranagar,2,13,1,0,0.476,medium,0.344,medium,0.475,medium
MG Road,2,14,1,0,0.754,high,0.497,medium,0.363,medium
Whitefield,2,14,1,0,0.512,medium,0.451,medium,0.528,medium
Koramangala,2,14,1,0,0.325,low,0.245,low,0.44,medium
Electronic City,2,14,1,0,0.708,high,0.563,medium,0.455,medium
Indiranagar,2,14,1,0,0.695,high,0.358,medium,0.443,medium
MG Road,2,15,1,0,0.822,high,0.585,medium,0.623,high
Whitefield,2,15,1,0,0.646,medium,0.359,medium,0.271,low
Koramangala,2,15,1,0,0.36,medium,0.213,low,0.316,medium
Electronic City,2,15,1,0,0.852,high,0.673,high,0.569,medium
Indiranagar,2,15,1,0,0.618,medium,0.389,medium,0.437,medium
MG Road,2,16,1,0,0.704,high,0.424,medium,0.577,medium
Whitefield,2,16,1,0,0.508,medium,0.372,medium,0.334,medium
Koramangala,2,16,1,0,0.368,medium,0.374,medium,0.101,low
Electronic City,2,16,1,0,0.719,high,0.268,low,0.487,medium
Indiranagar,2,16,1,0,0.661,high,0.328,medium,0.417,medium
MG Road,2,17,1,1,0.914,high,0.646,high,0.632,high
Whitefield,2,17,1,1,0.828,high,0.543,medium,0.384,medium
Koramangala,2,17,1,1,0.741,high,0.546,medium,0.378,medium
Electronic City,2,17,1,1,0.944,high,0.574,medium,0.693,high
Indiranagar,2,17,1,1,0.907,high,0.622,high,0.808,high
MG Road,2,18,1,1,1.0,high,0.677,high,0.659,high
Whitefield,2,18,1,1,0.821,high,0.479,medium,0.652,high
Koramangala,2,18,1,1,0.569,medium,0.485,medium,0.497,medium
Electronic City,2,18,1,1,0.976,high,0.864,high,0.409,medium
Indiranagar,2,18,1,1,0.844,high,0.542,medium,0.709,high
MG Road,2,19,1,1,1.0,high,0.527,medium,0.824,high
Whitefield,2,19,1,1,0.889,high,0.519,medium,0.471,medium
Koramangala,2,19,1,1,0.546,medium,0.365,medium,0.433,medium
Electronic City,2,19,1,1,0.973,high,0.636,high,0.403,medium
Indiranagar,2,19,1,1,0.877,high,0.421,medium,0.629,high
MG Road,2,20,1,1,0.906,high,0.639,high,0.662,high
Whitefield,2,20,1,1,0.882,high,0.704,high,0.608,high
Koramangala,2,20,1,1,0.521,medium,0.359,medium,0.61,high
Electronic City,2,20,1,1,1.0,high,0.617,high,0.567,medium
Indiranagar,2,20,1,1,0.819,high,0.456,medium,0.69,high
MG Road,2,21,1,0,0.847,high,0.459,medium,0.629,high
Whitefield,2,21,1,0,0.555,medium,0.228,low,0.23,low
Koramangala,2,21,1,0,0.299,low,0.203,low,0.274,low
Electronic City,2,21,1,0,0.673,high,0.432,medium,0.519,medium
Indiranagar,2,21,1,0,0.629,medium,0.54,medium,0.504,medium
MG Road,2,22,1,0,0.928,high,0.685,high,0.622,high
Whitefield,2,22,1,0,0.607,medium,0.3,medium,0.362,medium
Koramangala,2,22,1,0,0.434,medium,0.365,medium,0.333,medium
Electronic City,2,22,1,0,0.969,high,0.661,high,0.395,medium
Indiranagar,2,22,1,0,0.697,high,0.549,medium,0.577,medium
MG Road,2,23,1,0,0.763,high,0.573,medium,0.767,high
Whitefield,2,23,1,0,0.616,medium,0.284,low,0.051,low
Koramangala,2,23,1,0,0.431,medium,0.203,low,0.362,medium
Electronic City,2,23,1,0,0.685,high,0.392,medium,0.373,medium
Indiranagar,2,23,1,0,0.546,medium,0.46,medium,0.551,medium
MG Road,3,0,1,0,0.403,medium,0.175,low,0.499,medium
Whitefield,3,0,1,0,0.384,medium,0.373,medium,0.203,low
Koramangala,3,0,1,0,0.179,low,0.0,low,0.251,low
Electronic City,3,0,1,0,0.489,medium,0.134,low,0.58,medium
Indiranagar,3,0,1,0,0.406,medium,0.349,medium,0.341,medium
MG Road,3,1,1,0,0.495,medium,0.425,medium,0.386,medium
Whitefield,3,1,1,0,0.286,low,0.291,low,0.115,low
Koramangala,3,1,1,0,0.127,low,0.0,low,0.156,low
Electronic City,3,1,1,0,0.41,medium,0.338,medium,0.269,low
Indiranagar,3,1,1,0,0.31,low,0.148,low,0.346,medium
MG Road,3,2,1,0,0.6,medium,0.305,medium,0.616,high
Whitefield,3,2,1,0,0.3,low,0.152,low,0.148,low
Koramangala,3,2,1,0,0.008,low,0.0,low,0.188,low
Electronic City,3,2,1,0,0.498,medium,0.319,medium,0.351,medium
Indiranagar,3,2,1,0,0.293,low,0.253,low,0.457,medium
MG Road,3,3,1,0,0.389,medium,0.244,low,0.578,medium
Whitefield,3,3,1,0,0.195,low,0.144,low,0.211,low
Koramangala,3,3,1,0,0.055,low,0.197,low,0.226,low
Electronic City,3,3,1,0,0.571,medium,0.4,medium,0.449,medium
Indiranagar,3,3,1,0,0.254,low,0.121,low,0.417,medium
MG Road,3,4,1,0,0.534,medium,0.434,medium,0.551,medium
Whitefield,3,4,1,0,0.193,low,0.055,low,0.312,medium
Koramangala,3,4,1,0,0.0,low,0.029,low,0.189,low
Electronic City,3,4,1,0,0.518,medium,0.404,medium,0.316,medium
Indiranagar,3,4,1,0,0.243,low,0.118,low,0.43,medium
MG Road,3,5,1,0,0.616,medium,0.447,medium,0.458,medium
Whitefield,3,5,1,0,0.615,medium,0.465,medium,0.23,low
Koramangala,3,5,1,0,0.382,medium,0.283,low,0.362,medium
Electronic City,3,5,1,0,0.74,high,0.396,medium,0.364,medium
Indiranagar,3,5,1,0,0.49,medium,0.398,medium,0.459,medium
MG Road,3,6,1,0,0.796,high,0.387,medium,0.615,high
Whitefield,3,6,1,0,0.651,high,0.271,low,0.357,medium
Koramangala,3,6,1,0,0.274,low,0.15,low,0.22,low
Electronic City,3,6,1,0,0.78,high,0.563,medium,0.616,high
Indiranagar,3,6,1,0,0.596,medium,0.451,medium,0.457,medium
MG Road,3,7,1,0,0.712,high,0.582,medium,0.709,high
Whitefield,3,7,1,0,0.656,high,0.473,medium,0.315,medium
Koramangala,3,7,1,0,0.491,medium,0.402,medium,0.599,medium
Electronic City,3,7,1,0,0.658,high,0.547,medium,0.493,medium
Indiranagar,3,7,1,0,0.573,medium,0.537,medium,0.544,medium
MG Road,3,8,1,1,0.975,high,0.671,high,0.595,medium
Whitefield,3,8,1,1,0.813,high,0.639,high,0.574,medium
Koramangala,3,8,1,1,0.668,high,0.392,medium,0.505,medium
Electronic City,3,8,1,1,1.0,high,0.503,medium,0.587,medium
Indiranagar,3,8,1,1,0.835,high,0.68,high,0.647,high
MG Road,3,9,1,1,1.0,high,0.652,high,0.7,high
Whitefield,3,9,1,1,0.925,high,0.641,high,0.538,medium
Koramangala,3,9,1,1,0.527,medium,0.362,medium,0.21,low
Electronic City,3,9,1,1,0.959,high,0.677,high,0.635,high
Indiranagar,3,9,1,1,0.77,high,0.576,medium,0.73,high
MG Road,3,10,1,1,0.999,high,0.544,medium,0.728,high
Whitefield,3,10,1,1,0.755,high,0.446,medium,0.544,medium
Koramangala,3,10,1,1,0.8,high,0.46,medium,0.446,medium
Electronic City,3,10,1,1,0.965,high,0.621,high,0.754,high
Indiranagar,3,10,1,1,0.808,high,0.527,medium,0.76,high
MG Road,3,11,1,0,0.846,high,0.691,high,0.548,medium
Whitefield,3,11,1,0,0.558,medium,0.286,low,0.453,medium
Koramangala,3,11,1,0,0.498,medium,0.289,low,0.363,medium
Electronic City,3,11,1,0,0.724,high,0.352,medium,0.397,medium
Indiranagar,3,11,1,0,0.662,high,0.376,medium,0.549,medium
MG Road,3,12,1,0,0.695,high,0.472,medium,0.522,medium
Whitefield,3,12,1,0,0.502,medium,0.431,medium,0.436,medium
Koramangala,3,12,1,0,0.322,low,0.204,low,0.333,medium
Electronic City,3,12,1,0,0.605,medium,0.284,low,0.546,medium
Indiranagar,3,12,1,0,0.515,medium,0.486,medium,0.346,medium
MG Road,3,13,1,0,0.853,high,0.566,medium,0.624,high
Whitefield,3,13,1,0,0.748,high,0.399,medium,0.509,medium
Koramangala,3,13,1,0,0.444,medium,0.646,high,0.27,low
Electronic City,3,13,1,0,0.7,high,0.572,medium,0.435,medium
Indiranagar,3,13,1,0,0.563,medium,0.49,medium,0.474,medium
MG Road,3,14,1,0,0.729,high,0.583,medium,0.629,high
Whitefield,3,14,1,0,0.575,medium,0.366,medium,0.288,low
Koramangala,3,14,1,0,0.458,medium,0.285,low,0.306,medium
Electronic City,3,14,1,0,0.647,medium,0.492,medium,0.383,medium
Indiranagar,3,14,1,0,0.439,medium,0.187,low,0.427,medium
MG Road,3,15,1,0,0.784,high,0.524,medium,0.575,medium
Whitefield,3,15,1,0,0.482,medium,0.25,low,0.461,medium
Koramangala,3,15,1,0,0.483,medium,0.396,medium,0.442,medium
Electronic City,3,15,1,0,0.822,high,0.464,medium,0.507,medium
Indiranagar,3,15,1,0,0.51,medium,0.247,low,0.516,medium
MG Road,3,16,1,0,0.876,high,0.594,medium,0.815,high
Whitefield,3,16,1,0,0.617,medium,0.354,medium,0.288,low
Koramangala,3,16,1,0,0.481,medium,0.35,medium,0.46,medium
Electronic City,3,16,1,0,0.537,medium,0.401,medium,0.339,medium
Indiranagar,3,16,1,0,0.488,medium,0.336,medium,0.58,medium
MG Road,3,17,1,1,1.0,high,0.724,high,0.629,high
Whitefield,3,17,1,1,0.788,high,0.648,high,0.366,medium
Koramangala,3,17,1,1,0.7,high,0.519,medium,0.498,medium
Electronic City,3,17,1,1,0.875,high,0.576,medium,0.379,medium
Indiranagar,3,17,1,1,0.803,high,0.654,high,0.719,high
MG Road,3,18,1,1,1.0,high,0.643,high,0.859,high
Whitefield,3,18,1,1,0.803,high,0.449,medium,0.541,medium
Koramangala,3,18,1,1,0.687,high,0.426,medium,0.485,medium
Electronic City,3,18,1,1,1.0,high,0.72,high,0.621,high
Indiranagar,3,18,1,1,0.81,high,0.619,high,0.601,high
MG Road,3,19,1,1,1.0,high,0.675,high,0.69,high
Whitefield,3,19,1,1,0.734,high,0.45,medium,0.45,medium
Koramangala,3,19,1,1,0.542,medium,0.317,medium,0.655,high
Electronic City,3,19,1,1,0.91,high,0.598,medium,0.455,medium
Indiranagar,3,19,1,1,0.841,high,0.507,medium,0.587,medium
MG Road,3,20,1,1,0.993,high,0.8,high,0.705,high
Whitefield,3,20,1,1,0.77,high,0.623,high,0.362,medium
Koramangala,3,20,1,1,0.525,medium,0.367,medium,0.601,high
Electronic City,3,20,1,1,0.854,high,0.465,medium,0.592,medium
Indiranagar,3,20,1,1,0.799,high,0.62,high,0.511,medium
MG Road,3,21,1,0,0.811,high,0.742,high,0.505,medium
Whitefield,3,21,1,0,0.682,high,0.545,medium,0.274,low
Koramangala,3,21,1,0,0.445,medium,0.319,medium,0.387,medium
Electronic City,3,21,1,0,0.777,high,0.509,medium,0.493,medium
Indiranagar,3,21,1,0,0.619,medium,0.508,medium,0.37,medium
MG Road,3,22,1,0,0.903,high,0.517,medium,0.737,high
Whitefield,3,22,1,0,0.606,medium,0.296,low,0.445,medium
Koramangala,3,22,1,0,0.324,low,0.334,medium,0.259,low
Electronic City,3,22,1,0,0.63,medium,0.595,medium,0.445,medium
Indiranagar,3,22,1,0,0.669,high,0.383,medium,0.354,medium
MG Road,3,23,1,0,0.934,high,0.653,high,0.723,high
Whitefield,3,23,1,0,0.653,high,0.423,medium,0.434,medium
Koramangala,3,23,1,0,0.528,medium,0.366,medium,0.505,medium
Electronic City,3,23,1,0,0.591,medium,0.526,medium,0.259,low
Indiranagar,3,23,1,0,0.681,high,0.516,medium,0.538,medium
MG Road,4,0,1,0,0.492,medium,0.319,medium,0.415,medium
Whitefield,4,0,1,0,0.284,low,0.419,medium,0.394,medium
Koramangala,4,0,1,0,0.03,low,0.048,low,0.222,low
Electronic City,4,0,1,0,0.439,medium,0.207,low,0.395,medium
Indiranagar,4,0,1,0,0.368,medium,0.174,low,0.618,high
MG Road,4,1,1,0,0.622,medium,0.49,medium,0.426,medium
Whitefield,4,1,1,0,0.332,low,0.261,low,0.334,medium
Koramangala,4,1,1,0,0.227,low,0.141,low,0.496,medium
Electronic City,4,1,1,0,0.483,medium,0.309,medium,0.608,high
Indiranagar,4,1,1,0,0.366,medium,0.211,low,0.43,medium
MG Road,4,2,1,0,0.551,medium,0.37,medium,0.534,medium
Whitefield,4,2,1,0,0.235,low,0.0,low,0.254,low
Koramangala,4,2,1,0,0.111,low,0.131,low,0.187,low
Electronic City,4,2,1,0,0.343,low,0.143,low,0.418,medium
Indiranagar,4,2,1,0,0.247,low,0.128,low,0.342,medium
MG Road,4,3,1,0,0.45,medium,0.246,low,0.393,medium
Whitefield,4,3,1,0,0.412,medium,0.356,medium,0.44,medium
Koramangala,4,3,1,0,0.216,low,0.0,low,0.321,medium
Electronic City,4,3,1,0,0.403,medium,0.394,medium,0.262,low
Indiranagar,4,3,1,0,0.216,low,0.008,low,0.331,medium
MG Road,4,4,1,0,0.573,medium,0.427,medium,0.409,medium
Whitefield,4,4,1,0,0.472,medium,0.396,medium,0.417,medium
Koramangala,4,4,1,0,0.203,low,0.0,low,0.19,low
Electronic City,4,4,1,0,0.516,medium,0.28,low,0.354,medium
Indiranagar,4,4,1,0,0.294,low,0.078,low,0.356,medium
MG Road,4,5,1,0,0.873,high,0.684,high,0.761,high
Whitefield,4,5,1,0,0.681,high,0.517,medium,0.455,medium
Koramangala,4,5,1,0,0.42,medium,0.231,low,0.265,low
Electronic City,4,5,1,0,0.695,high,0.454,medium,0.387,medium
Indiranagar,4,5,1,0,0.633,medium,0.463,medium,0.559,medium
MG Road,4,6,1,0,0.828,high,0.699,high,0.63,high
Whitefield,4,6,1,0,0.681,high,0.528,medium,0.535,medium
Koramangala,4,6,1,0,0.529,medium,0.428,medium,0.422,medium
Electronic City,4,6,1,0,0.758,high,0.483,medium,0.428,medium
Indiranagar,4,6,1,0,0.672,high,0.374,medium,0.705,high
MG Road,4,7,1,0,0.788,high,0.838,high,0.546,medium
Whitefield,4,7,1,0,0.62,medium,0.399,medium,0.319,medium
Koramangala,4,7,1,0,0.485,medium,0.229,low,0.326,medium
Electronic City,4,7,1,0,0.797,high,0.632,high,0.355,medium
Indiranagar,4,7,1,0,0.647,medium,0.465,medium,0.442,medium
MG Road,4,8,1,1,0.987,high,0.487,medium,0.867,high
Whitefield,4,8,1,1,0.931,high,0.523,medium,0.602,high
Koramangala,4,8,1,1,0.604,medium,0.514,medium,0.392,medium
Electronic City,4,8,1,1,0.971,high,0.651,high,0.498,medium
Indiranagar,4,8,1,1,0.962,high,0.763,high,0.671,high
MG Road,4,9,1,1,1.0,high,0.537,medium,0.577,medium
Whitefield,4,9,1,1,0.888,high,0.695,high,0.533,medium
Koramangala,4,9,1,1,0.499,medium,0.243,low,0.441,medium
Electronic City,4,9,1,1,1.0,high,0.822,high,0.733,high
Indiranagar,4,9,1,1,0.877,high,0.647,high,0.523,medium
MG Road,4,10,1,1,1.0,high,0.693,high,0.769,high
Whitefield,4,10,1,1,0.852,high,0.625,high,0.482,medium
Koramangala,4,10,1,1,0.668,high,0.568,medium,0.341,medium
Electronic City,4,10,1,1,0.881,high,0.659,high,0.671,high
Indiranagar,4,10,1,1,0.985,high,0.567,medium,0.629,high
MG Road,4,11,1,0,0.682,high,0.422,medium,0.685,high
Whitefield,4,11,1,0,0.599,medium,0.382,medium,0.444,medium
Koramangala,4,11,1,0,0.336,low,0.395,medium,0.335,medium
Electronic City,4,11,1,0,0.718,high,0.561,medium,0.556,medium
Indiranagar,4,11,1,0,0.728,high,0.488,medium,0.675,high
MG Road,4,12,1,0,0.808,high,0.505,medium,0.546,medium
Whitefield,4,12,1,0,0.512,medium,0.284,low,0.466,medium
Koramangala,4,12,1,0,0.457,medium,0.195,low,0.208,low
Electronic City,4,12,1,0,0.661,high,0.385,medium,0.409,medium
Indiranagar,4,12,1,0,0.694,high,0.431,medium,0.721,high
MG Road,4,13,1,0,0.666,high,0.431,medium,0.645,high
Whitefield,4,13,1,0,0.668,high,0.434,medium,0.517,medium
Koramangala,4,13,1,0,0.465,medium,0.257,low,0.417,medium
Electronic City,4,13,1,0,0.806,high,0.503,medium,0.667,high
Indiranagar,4,13,1,0,0.533,medium,0.388,medium,0.363,medium
MG Road,4,14,1,0,0.808,high,0.459,medium,0.594,medium
Whitefield,4,14,1,0,0.473,medium,0.411,medium,0.375,medium
Koramangala,4,14,1,0,0.487,medium,0.306,medium,0.508,medium
Electronic City,4,14,1,0,0.753,high,0.539,medium,0.688,high
Indiranagar,4,14,1,0,0.561,medium,0.516,medium,0.547,medium
MG Road,4,15,1,0,0.754,high,0.396,medium,0.498,medium
Whitefield,4,15,1,0,0.69,high,0.657,high,0.435,medium
Koramangala,4,15,1,0,0.412,medium,0.366,medium,0.372,medium
Electronic City,4,15,1,0,0.838,high,0.616,high,0.524,medium
Indiranagar,4,15,1,0,0.544,medium,0.286,low,0.177,low
MG Road,4,16,1,0,0.899,high,0.614,high,0.619,high
Whitefield,4,16,1,0,0.444,medium,0.247,low,0.25,low
Koramangala,4,16,1,0,0.336,low,0.269,low,0.347,medium
Electronic City,4,16,1,0,0.641,medium,0.319,medium,0.301,medium
Indiranagar,4,16,1,0,0.745,high,0.671,high,0.488,medium
MG Road,4,17,1,1,0.892,high,0.637,high,0.661,high
Whitefield,4,17,1,1,0.875,high,0.687,high,0.545,medium
Koramangala,4,17,1,1,0.561,medium,0.422,medium,0.51,medium
Electronic City,4,17,1,1,0.942,high,0.689,high,0.497,medium
Indiranagar,4,17,1,1,1.0,high,0.567,medium,0.791,high
MG Road,4,18,1,1,0.916,high,0.821,high,0.552,medium
Whitefield,4,18,1,1,0.865,high,0.443,medium,0.361,medium
Koramangala,4,18,1,1,0.722,high,0.608,high,0.513,medium
Electronic City,4,18,1,1,1.0,high,0.804,high,0.507,medium
Indiranagar,4,18,1,1,0.738,high,0.515,medium,0.513,medium
MG Road,4,19,1,1,1.0,high,0.755,high,0.632,high
Whitefield,4,19,1,1,0.906,high,0.7,high,0.585,medium
Koramangala,4,19,1,1,0.617,medium,0.51,medium,0.499,medium
Electronic City,4,19,1,1,1.0,high,0.868,high,0.608,high
Indiranagar,4,19,1,1,0.801,high,0.45,medium,0.708,high
MG Road,4,20,1,1,1.0,high,0.867,high,0.497,medium
Whitefield,4,20,1,1,0.923,high,0.62,high,0.484,medium
Koramangala,4,20,1,1,0.589,medium,0.502,medium,0.497,medium
Electronic City,4,20,1,1,0.909,high,0.653,high,0.609,high
Indiranagar,4,20,1,1,0.864,high,0.716,high,0.592,medium
MG Road,4,21,1,0,0.62,medium,0.452,medium,0.566,medium
Whitefield,4,21,1,0,0.625,medium,0.548,medium,0.205,low
Koramangala,4,21,1,0,0.381,medium,0.174,low,0.232,low
Electronic City,4,21,1,0,0.744,high,0.591,medium,0.503,medium
Indiranagar,4,21,1,0,0.545,medium,0.367,medium,0.586,medium
MG Road,4,22,1,0,0.855,high,0.543,medium,0.58,medium
Whitefield,4,22,1,0,0.463,medium,0.281,low,0.161,low
Koramangala,4,22,1,0,0.565,medium,0.31,medium,0.537,medium
Electronic City,4,22,1,0,0.895,high,0.648,high,0.523,medium
Indiranagar,4,22,1,0,0.494,medium,0.295,low,0.633,high
MG Road,4,23,1,0,0.828,high,0.583,medium,0.762,high
Whitefield,4,23,1,0,0.656,high,0.444,medium,0.434,medium
Koramangala,4,23,1,0,0.339,low,0.181,low,0.315,medium
Electronic City,4,23,1,0,0.795,high,0.431,medium,0.5,medium
Indiranagar,4,23,1,0,0.569,medium,0.308,medium,0.464,medium
MG Road,5,0,0,0,0.064,low,0.0,low,0.216,low
Whitefield,5,0,0,0,0.028,low,0.0,low,0.18,low
Koramangala,5,0,0,0,0.0,low,0.0,low,0.25,low
Electronic City,5,0,0,0,0.159,low,0.0,low,0.239,low
Indiranagar,5,0,0,0,0.104,low,0.0,low,0.27,low
MG Road,5,1,0,0,0.23,low,0.446,medium,0.414,medium
Whitefield,5,1,0,0,0.0,low,0.0,low,0.223,low
Koramangala,5,1,0,0,0.049,low,0.006,low,0.185,low
Electronic City,5,1,0,0,0.234,low,0.084,low,0.014,low
Indiranagar,5,1,0,0,0.133,low,0.032,low,0.433,medium
MG Road,5,2,0,0,0.189,low,0.145,low,0.461,medium
Whitefield,5,2,0,0,0.136,low,0.118,low,0.223,low
Koramangala,5,2,0,0,0.0,low,0.046,low,0.071,low
Electronic City,5,2,0,0,0.098,low,0.0,low,0.291,low
Indiranagar,5,2,0,0,0.018,low,0.095,low,0.323,medium
MG Road,5,3,0,0,0.17,low,0.107,low,0.322,medium
Whitefield,5,3,0,0,0.001,low,0.092,low,0.402,medium
